{94,99}	387.218	0	
{92,99}	391.428	0	
{82,98}	481.263	0	
{33,98}	473.988	0	
{6,98}	472.258	0	
{12,99}	391.561	0	
{68,98}	480.944	0	
{84,98}	477.742	0	
{52,99}	390.847	0	
{28,98}	477.168	0	
{26,99}	382.53	0	
{96,98}	475.576	0	
{2,95}	27.8684	0.00049993	
{68,83}	24.6789	0.00176165	
{85,95}	23.9577	0.00232951	
{32,67}	23.4095	0.00287637	
{30,68}	23.3837	0.00290504	
{4,40}	22.9133	0.00347742	
{62,65}	22.3083	0.00437562	
{54,95}	21.5348	0.00585469	
{82,85}	21.3133	0.00636022	
{35,60}	21.2976	0.00639746	
{19,28}	21.0307	0.00706639	
{64,94}	20.3907	0.00895492	
{11,32}	20.384	0.00897696	
{30,56}	20.0674	0.0100841	
{9,34}	19.9829	0.010401	
{36,81}	19.6693	0.0116624	
{28,56}	19.4287	0.0127279	
{0,14}	19.413	0.0128002	
{4,47}	19.2646	0.0135068	
{6,68}	19.2583	0.0135379	
{7,15}	19.2513	0.0135718	
{1,31}	19.1558	0.0140485	
{16,53}	18.9756	0.0149906	
{52,91}	18.8856	0.0154835	
{38,52}	18.8501	0.0156824	
{8,79}	18.6534	0.0168276	
{37,42}	18.62	0.0170294	
{23,91}	18.2385	0.0195081	
{1,4}	18.175	0.0199518	
{8,47}	18.1005	0.0204859	
{25,27}	18.0945	0.0205287	
{30,61}	18.0556	0.0208135	
{2,71}	18.0324	0.0209849	
{41,90}	17.8659	0.0222547	
{7,35}	17.7314	0.0233332	
{4,80}	17.7092	0.0235158	
{60,62}	17.67	0.0238416	
{53,56}	17.6117	0.0243333	
{51,74}	17.5774	0.0246278	
{42,68}	17.518	0.0251448	
{90,97}	17.5154	0.0251678	
{29,60}	17.5052	0.0252579	
{32,69}	17.2722	0.0273964	
{62,82}	17.2716	0.0274023	
{19,56}	17.1209	0.0288749	
{64,92}	16.7386	0.0329486	
{68,89}	16.7185	0.0331773	
{7,27}	16.7009	0.0333785	
{2,14}	16.529	0.0354047	
{0,74}	16.4762	0.0360498	
{28,41}	16.3308	0.0378823	
{22,61}	15.958	0.0429858	
{20,58}	15.7812	0.0456205	
{26,76}	15.7628	0.0459043	
{67,84}	15.301	0.05355	
{74,88}	14.7525	0.0641408	
{65,67}	14.4681	0.0703519	
{15,18}	14.1135	0.0788537	
{27,58}	14.0841	0.0795986	
{27,36}	14.0042	0.0816563	
{11,63}	13.4798	0.0963728	
{47,49}	13.2813	0.102531	
{19,65}	13.2295	0.104193	
{44,80}	12.9725	0.112799	
{20,96}	12.7894	0.119305	
{4,34}	12.7332	0.121365	
{9,36}	12.5607	0.127887	
{18,85}	12.2641	0.139805	
{5,46}	12.2391	0.140851	
{27,94}	12.1711	0.143733	
{43,46}	11.9003	0.155706	
{0,43}	11.7062	0.1648	
{32,45}	11.5258	0.173648	
{19,33}	11.3417	0.183077	
{15,71}	11.3083	0.184837	
{4,64}	10.8888	0.208078	
{46,70}	10.8054	0.212973	
{81,93}	10.799	0.213348	
{64,77}	10.3459	0.24158	
{17,63}	10.1988	0.251353	
{32,86}	10.1262	0.256282	
{13,33}	10.0792	0.259509	
{9,89}	9.83967	0.27646	
{28,34}	8.66587	0.371262	
{29,81}	8.38556	0.396742	
{56,79}	8.12883	0.420988	
{3,67}	7.95905	0.437481	
{23,75}	6.07317	0.639036	
