{16,99}	410.256	0	
{4,99}	424.596	0	
{34,98}	458.044	0	
{11,99}	414.453	0	
{67,99}	410.625	0	
{1,99}	417.346	0	
{21,50}	32.0693	9.05166e-05	
{24,17}	28.9622	0.000321973	
{38,50}	28.6966	0.000358405	
{21,54}	27.1039	0.000678359	
{39,88}	26.6344	0.000817421	
{30,53}	26.3044	0.000931426	
{68,84}	24.9048	0.00161333	
{86,94}	24.8438	0.00165217	
{71,73}	24.7156	0.00173674	
{20,50}	24.6587	0.0017756	
{35,65}	23.5527	0.00272262	
{27,91}	22.7553	0.00369305	
{38,44}	22.6268	0.00387794	
{72,93}	22.6227	0.00388405	
{29,73}	22.5491	0.00399405	
{39,54}	22.2788	0.00442472	
{1,84}	22.022	0.00487536	
{20,90}	21.7629	0.00537464	
{43,48}	21.5206	0.00588588	
{22,73}	21.3692	0.0062288	
{71,76}	21.2611	0.00648514	
{3,21}	21.1847	0.00667275	
{43,72}	21.1673	0.00671594	
{57,76}	21.1144	0.00684955	
{35,83}	20.9023	0.00741158	
{0,65}	20.4469	0.00877111	
{30,81}	20.2343	0.00948521	
{17,56}	19.9167	0.010656	
{30,88}	19.7923	0.0111511	
{84,85}	19.5814	0.0120414	
{67,73}	18.9532	0.0151121	
{36,95}	18.9472	0.0151445	
{73,91}	18.7194	0.0164343	
{30,84}	18.622	0.017017	
{0,97}	18.3295	0.0188877	
{48,86}	18.2536	0.0194037	
{4,31}	18.173	0.0199662	
{61,84}	18.0069	0.0211745	
{1,81}	17.9421	0.0216649	
{4,63}	17.9057	0.0219449	
{12,29}	17.8011	0.0227684	
{12,24}	17.4779	0.0255002	
{57,63}	17.2898	0.0272293	
{25,73}	17.1281	0.0288028	
{44,46}	17.1267	0.028817	
{62,72}	17.0252	0.0298473	
{35,59}	17.0249	0.029851	
{15,33}	16.9736	0.0303854	
{20,34}	16.9101	0.0310587	
{32,82}	16.8817	0.031365	
{0,37}	16.8657	0.0315379	
{38,79}	16.6506	0.0339605	
{25,69}	16.3833	0.0372107	
{32,39}	16.3281	0.0379179	
{30,42}	16.2917	0.0383897	
{18,39}	15.8892	0.0439935	
{60,66}	15.8541	0.044516	
{3,92}	15.5356	0.0495299	
{9,70}	15.4373	0.0511797	
{36,79}	15.4261	0.0513702	
{21,69}	15.2472	0.0545133	
{28,38}	15.0987	0.0572545	
{17,91}	14.9424	0.060275	
{45,90}	14.7561	0.0640659	
{3,10}	14.5669	0.0681346	
{26,30}	14.0357	0.080839	
{0,60}	13.9763	0.0823858	
{73,80}	13.4349	0.0977358	
{65,90}	13.3918	0.0990605	
{79,97}	12.9457	0.113732	
{9,33}	12.639	0.124888	
{5,10}	12.4356	0.132802	
{13,30}	12.4	0.134228	
{58,59}	12.3312	0.137025	
{65,94}	12.2124	0.141976	
{34,51}	11.9172	0.154937	
{82,85}	11.8803	0.156624	
{9,45}	11.8588	0.157616	
{11,82}	11.8256	0.159154	
{33,34}	11.6234	0.168814	
{0,87}	11.6197	0.168995	
{63,85}	11.2528	0.187784	
{72,88}	11.1963	0.190822	
{62,89}	11.0467	0.199067	
{33,64}	11.0379	0.199564	
{21,30}	10.6876	0.220036	
{28,97}	10.5273	0.229944	
{5,40}	10.4231	0.236574	
{48,72}	9.10661	0.333382	
{65,80}	8.82599	0.357187	
{4,22}	8.77088	0.361991	
{38,40}	8.33816	0.401154	
{38,80}	8.31472	0.403347	
{26,80}	7.3666	0.497644	
