{54,98}	360.651	0	
{48,99}	404.316	0	
{65,99}	410.273	0	
{63,99}	405.611	0	
{54,84}	32.0078	9.28439e-05	
{2,97}	29.0336	0.000312821	
{33,48}	25.6036	0.00122748	
{17,41}	25.3644	0.00134816	
{51,90}	24.2879	0.00205035	
{56,90}	23.6711	0.0026015	
{39,43}	23.6179	0.00265523	
{29,81}	23.5337	0.00274253	
{59,92}	23.4794	0.00280027	
{2,90}	23.4569	0.00282464	
{29,66}	22.7964	0.00363578	
{66,84}	21.2578	0.00649319	
{64,78}	21.1891	0.00666179	
{0,38}	21.1247	0.00682341	
{54,85}	20.8732	0.00749208	
{32,33}	20.836	0.00759598	
{17,67}	20.6953	0.00800245	
{11,48}	20.3681	0.0090297	
{35,73}	20.3508	0.00908715	
{63,73}	19.4402	0.0126747	
{63,71}	19.3451	0.0131192	
{4,56}	19.1507	0.0140742	
{61,84}	19.0772	0.0144522	
{22,50}	18.9714	0.0150133	
{16,92}	18.8692	0.0155751	
{22,68}	18.8071	0.0159258	
{29,39}	18.545	0.0174918	
{24,57}	18.0592	0.0207868	
{14,78}	17.7859	0.0228902	
{9,78}	17.768	0.0230345	
{11,78}	17.6359	0.024128	
{27,54}	17.5926	0.0244967	
{65,89}	17.4322	0.0259102	
{25,27}	17.4161	0.0260566	
{48,94}	17.3107	0.0270317	
{70,97}	17.309	0.0270476	
{52,64}	17.3037	0.0270977	
{80,85}	17.1033	0.0290508	
{67,70}	16.7321	0.0330228	
{23,56}	16.6998	0.0333911	
{36,50}	16.6388	0.0340974	
{38,81}	16.6087	0.0344519	
{22,66}	16.4986	0.0357752	
{36,94}	16.3785	0.0372717	
{26,37}	16.3495	0.0376419	
{52,57}	16.3175	0.038055	
{25,80}	16.258	0.0388322	
{79,81}	16.2289	0.0392188	
{48,90}	16.1699	0.0400114	
{37,63}	16.1515	0.0402624	
{18,60}	16.088	0.0411381	
{30,37}	15.9903	0.042519	
{25,49}	15.8714	0.0442581	
{45,68}	15.7945	0.0454176	
{60,67}	15.7626	0.045907	
{70,96}	15.654	0.0476092	
{34,38}	15.5807	0.0487904	
{18,35}	15.5329	0.0495759	
{0,44}	15.3757	0.0522392	
{84,86}	15.2467	0.0545223	
{34,74}	15.2231	0.0549505	
{4,35}	15.2133	0.0551292	
{40,96}	14.8993	0.0611327	
{27,81}	14.7106	0.065022	
{79,84}	14.654	0.0662322	
{37,51}	14.5283	0.0689924	
{61,94}	13.836	0.086142	
{38,71}	13.7982	0.0871795	
{5,97}	13.7473	0.0885956	
{0,51}	13.1296	0.107467	
{3,55}	12.8419	0.117408	
{29,48}	12.6938	0.122829	
{56,86}	12.6835	0.123215	
{2,86}	12.6531	0.124357	
{15,62}	12.4821	0.130956	
{8,70}	12.4547	0.132041	
{51,84}	12.3557	0.136024	
{51,61}	12.355	0.136052	
{45,87}	12.2189	0.1417	
{86,87}	11.4001	0.180045	
{15,50}	11.2306	0.188973	
{41,89}	11.1062	0.195754	
{42,63}	10.7986	0.213371	
{51,96}	10.7541	0.216027	
{31,96}	10.7477	0.216406	
{9,17}	10.6861	0.220129	
{71,79}	10.489	0.232365	
{44,51}	10.0901	0.258757	
{3,63}	10.0242	0.263332	
{3,81}	9.97753	0.266607	
{23,87}	9.34237	0.314243	
{12,92}	9.3081	0.316975	
{19,40}	7.55275	0.47833	
{24,42}	6.99751	0.536902	
{23,37}	6.46645	0.595132	
{3,5}	6.28522	0.615316	
