{37,98}	421.582	0	
{83,99}	326.492	0	
{26,99}	317.333	0	
{34,99}	321.247	0	
{39,98}	417.264	0	
{18,87}	27.5939	0.000557967	
{17,28}	27.5491	0.000568025	
{48,96}	25.2841	0.0013912	
{1,61}	23.4657	0.00281506	
{2,43}	23.327	0.00296878	
{31,44}	23.1706	0.00315203	
{11,94}	23.0629	0.00328448	
{30,4}	22.9187	0.00347024	
{24,89}	22.3796	0.00425918	
{4,81}	22.2094	0.00454237	
{24,28}	22.1866	0.00458164	
{62,83}	21.0066	0.00712987	
{10,82}	20.6681	0.00808338	
{57,83}	20.5012	0.00859745	
{12,56}	20.3371	0.00913313	
{15,39}	20.3082	0.00923096	
{6,59}	20.1171	0.00990195	
{55,62}	19.9921	0.0103658	
{55,72}	19.9484	0.0105332	
{46,55}	19.6759	0.0116344	
{36,64}	19.5302	0.0122672	
{7,27}	19.0871	0.0144008	
{10,67}	18.6296	0.0169711	
{13,37}	18.6132	0.0170708	
{20,43}	18.518	0.0176615	
{17,65}	18.5044	0.0177472	
{56,85}	17.9547	0.0215686	
{32,56}	17.9262	0.0217864	
{13,69}	17.8672	0.0222442	
{23,40}	17.7427	0.0232402	
{14,53}	17.6585	0.0239378	
{19,66}	17.4824	0.0254603	
{47,66}	17.4707	0.0255642	
{61,66}	17.3925	0.0262718	
{39,89}	17.3327	0.0268254	
{18,33}	17.2462	0.0276449	
{3,78}	17.0496	0.029597	
{44,46}	16.9886	0.0302276	
{18,81}	16.9657	0.0304678	
{26,75}	16.9292	0.0308552	
{36,83}	16.5062	0.0356822	
{49,77}	16.381	0.03724	
{3,77}	16.3783	0.0372752	
{82,96}	16.3036	0.0382347	
{40,95}	16.2837	0.0384953	
{81,90}	16.128	0.0405836	
{48,58}	15.9863	0.0425771	
{1,81}	15.8926	0.0439432	
{32,45}	15.8899	0.0439839	
{47,59}	15.7505	0.046093	
{77,85}	15.5385	0.0494818	
{22,66}	15.3918	0.0519598	
{34,92}	15.2457	0.0545401	
{61,63}	15.2157	0.0550841	
{58,88}	15.1414	0.0564542	
{60,63}	15.1386	0.0565054	
{3,93}	15.0775	0.0576561	
{83,96}	14.9811	0.0595147	
{5,52}	14.9797	0.0595416	
{44,51}	14.8155	0.0628343	
{12,88}	14.7023	0.0651999	
{25,47}	14.68	0.0656753	
{35,87}	14.6669	0.065955	
{40,90}	14.3884	0.0721878	
{40,54}	14.1695	0.0774525	
{78,91}	13.8042	0.0870135	
{22,79}	13.7064	0.0897474	
{6,77}	13.2405	0.103838	
{31,86}	13.0509	0.110109	
{3,25}	13.0303	0.11081	
{42,50}	12.893	0.115586	
{29,81}	12.8434	0.117353	
{25,74}	12.2584	0.140044	
{35,82}	12.2102	0.14207	
{69,86}	12.1544	0.144446	
{67,79}	12.0959	0.146975	
{9,90}	11.9028	0.155593	
{18,75}	11.813	0.159746	
{22,38}	11.7856	0.16103	
{51,64}	11.2895	0.185831	
{68,96}	11.2363	0.188664	
{26,37}	11.1995	0.190649	
{14,18}	10.8246	0.211835	
{28,95}	10.6529	0.22215	
{35,44}	10.5666	0.227483	
{12,18}	10.4345	0.235843	
{1,66}	10.1558	0.25426	
{8,58}	10.0304	0.2629	
{25,27}	9.85873	0.275081	
{25,42}	8.86392	0.353905	
{67,93}	8.49738	0.386451	
{23,88}	8.01092	0.432404	
{22,47}	7.44269	0.489707	
{24,52}	7.41065	0.493042	
{64,96}	7.14604	0.520961	
